"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Crear.un.campo.nuevo.o.elegir.del.menú.desplegable..","Country","Nationality_plural","Q_TotalDuration","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO"
"59","2022-09-23 17:44:27","2022-09-23 17:49:10","0","100","282","1","2022-09-23 17:49:10","anonymous","ES","0.8999999761581421","1","38","1","1","1","10","10","1","1|2|3|4|5","76","11","0","13","0","1|2|3|4|5","1","1|2|3|4|5","76","15","9","0","0","1|2|3|4|5","7","40","60","1|2","4","63","37","1|2","3","7","2","6","3","1","mexicano/a","","México","mexicanos/as","282","Complete","30-39","1","1","Control","Pass","FL_63","Control"
"60","2022-09-23 17:40:27","2022-09-23 17:49:13","0","100","526","1","2022-09-23 17:49:14","anonymous","ES","0.8999999761581421","1","39","1","1","1","9","10","1","1|2|3|4|5","57","30","8","5","0","1|2|3|4|5","1","1|2|3|4|5","60","21","11","8","0","1|2|3|4|5","6","45","55","1|2","3","47","53","1|2","3","6","2","5","9","1","mexicano/a","","México","mexicanos/as","526","Complete","30-39","1","1","Control","Pass","FL_63","Control"
"61","2022-09-23 17:46:17","2022-09-23 17:49:29","0","100","192","1","2022-09-23 17:49:30","anonymous","ES","1","1","26","0","1","1","10","10","3","1|2|3|4|5","62","38","0","0","0","1|2|3|4|5","2","1|2|3|4|5","73","27","0","0","0","1|2|3|4|5","4","54","46","1|2","4","54","46","1|2","3","7","2","4","10","2","mexicano/a","","México","mexicanos/as","192","Complete","18-29","1","1","Intervention","Pass","FL_63","Intervention"
"62","2022-09-23 17:43:16","2022-09-23 17:49:37","0","100","381","1","2022-09-23 17:49:38","anonymous","ES","0.8999999761581421","1","40","1","1","1","10","10","3","4|3|2|1|5","30","50","15","0","5","4|3|2|1|5","2","4|3|2|1|5","50","50","0","0","0","4|3|2|1|5","4","50","50","2|1","3","50","50","2|1","2","5","2","5","7","1","mexicano/a","","México","mexicanos/as","381","Complete","40-49","1","1","Intervention","Pass","FL_63","Intervention"
"63","2022-09-23 17:37:53","2022-09-23 17:49:43","0","100","710","1","2022-09-23 17:49:44","anonymous","ES","1","1","49","0","1","1","10","10","1","4|3|2|1|5","20","13","17","29","21","4|3|2|1|5","1","4|3|2|1|5","26","22","21","15","16","4|3|2|1|5","7","0","100","2|1","4","20","80","2|1","4","7","2","5","5","1","mexicano/a","","México","mexicanos/as","710","Complete","40-49","1","0","Control","Pass","FL_76","Control"
"64","2022-09-23 17:44:34","2022-09-23 17:49:51","0","100","316","1","2022-09-23 17:49:51","anonymous","ES","1","1","34","1","1","1","10","10","2","4|3|2|1|5","23","21","25","20","11","4|3|2|1|5","2","4|3|2|1|5","30","20","13","19","18","4|3|2|1|5","4","30","70","2|1","3","43","57","2|1","3","6","2","6","5","1","mexicano/a","","México","mexicanos/as","316","Complete","30-39","0","0","Intervention","Pass","FL_88","Intervention"
"65","2022-09-23 17:40:57","2022-09-23 17:50:18","0","100","560","1","2022-09-23 17:50:18","anonymous","ES","0.8999999761581421","1","34","0","1","1","10","10","1","4|3|2|1|5","60","10","20","0","10","4|3|2|1|5","1","4|3|2|1|5","40","10","10","30","10","4|3|2|1|5","7","60","40","2|1","4","70","30","2|1","4","7","2","6","6","1","mexicano/a","","México","mexicanos/as","560","Complete","30-39","0","1","Control","Pass","FL_64","Control"
"66","2022-09-23 17:43:37","2022-09-23 17:50:19","0","100","402","1","2022-09-23 17:50:19","anonymous","ES","1","1","48","1","1","1","10","10","1","1|2|3|4|5","55","25","5","5","10","1|2|3|4|5","1","1|2|3|4|5","55","25","5","5","10","1|2|3|4|5","7","75","25","1|2","4","70","30","1|2","3","6","2","5","8","1","mexicano/a","","México","mexicanos/as","402","Complete","40-49","1","0","Control","Pass","FL_76","Control"
"67","2022-09-23 17:44:44","2022-09-23 17:50:23","0","100","339","1","2022-09-23 17:50:24","anonymous","ES","1","1","41","1","1","1","10","8","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","10","90","1|2","4","0","100","1|2","4","7","2","5","4","2","mexicano/a","","México","mexicanos/as","339","Complete","40-49","1","1","Control","Pass","FL_63","Control"
"68","2022-09-23 17:44:39","2022-09-23 17:50:26","0","100","346","1","2022-09-23 17:50:26","anonymous","ES","1","1","29","0","1","1","10","10","1","4|3|2|1|5","38","47","8","7","0","4|3|2|1|5","1","4|3|2|1|5","76","12","6","6","0","4|3|2|1|5","5","60","40","2|1","3","50","50","2|1","3","7","2","5","5","1","mexicano/a","","México","mexicanos/as","346","Complete","18-29","1","0","Control","Pass","FL_76","Control"
"69","2022-09-23 17:42:02","2022-09-23 17:50:30","0","100","507","1","2022-09-23 17:50:30","anonymous","ES","1","1","31","1","1","1","9","7","3","4|3|2|1|5","9","17","20","32","22","4|3|2|1|5","2","4|3|2|1|5","28","22","12","18","20","4|3|2|1|5","6","43","57","2|1","3","40","60","2|1","3","7","2","6","9","1","mexicano/a","","México","mexicanos/as","507","Complete","30-39","0","1","Control","Pass","FL_64","Control"
"70","2022-09-23 17:38:24","2022-09-23 17:50:32","0","100","727","1","2022-09-23 17:50:32","anonymous","ES","0.8999999761581421","1","42","0","1","1","10","9","2","4|3|2|1|5","0","100","0","0","0","4|3|2|1|5","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","6","0","100","2|1","3","0","100","2|1","4","7","2","5","5","1","mexicano/a","","México","mexicanos/as","727","Complete","40-49","1","1","Control","Pass","FL_63","Control"
"71","2022-09-23 17:42:53","2022-09-23 17:50:43","0","100","469","1","2022-09-23 17:50:43","anonymous","ES","1","1","36","0","1","1","10","10","2","4|3|2|1|5","10","10","70","0","10","4|3|2|1|5","4","4|3|2|1|5","0","0","0","100","0","4|3|2|1|5","7","0","100","2|1","4","0","100","2|1","4","99","2","5","5","1","mexicano/a","","México","mexicanos/as","469","Complete","30-39","1","0","Intervention","Pass","FL_76","Intervention"
"72","2022-09-23 17:46:12","2022-09-23 17:50:44","0","100","272","1","2022-09-23 17:50:45","anonymous","ES","1","1","34","0","1","1","10","9","3","1|2|3|4|5","38","24","15","23","0","1|2|3|4|5","2","1|2|3|4|5","31","52","9","8","0","1|2|3|4|5","7","46","54","1|2","4","54","46","1|2","4","7","2","5","10","1","mexicano/a","","México","mexicanos/as","272","Complete","30-39","1","0","Intervention","Pass","FL_76","Intervention"
"73","2022-09-23 17:45:44","2022-09-23 17:51:14","0","100","329","1","2022-09-23 17:51:14","anonymous","ES","1","1","26","1","1","1","10","10","1","1|2|3|4|5","40","20","40","0","0","1|2|3|4|5","1","1|2|3|4|5","0","0","100","0","0","1|2|3|4|5","6","61","39","1|2","3","0","100","1|2","4","7","2","5","6","1","mexicano/a","","México","mexicanos/as","329","Complete","18-29","0","0","Control","Pass","FL_88","Control"
"74","2022-09-23 17:46:08","2022-09-23 17:51:23","0","100","314","1","2022-09-23 17:51:23","anonymous","ES","1","1","24","0","1","1","10","10","2","1|2|3|4|5","41","26","10","10","13","1|2|3|4|5","1","1|2|3|4|5","52","37","1","0","10","1|2|3|4|5","7","51","49","1|2","4","29","71","1|2","4","7","2","5","4","1","mexicano/a","","México","mexicanos/as","314","Complete","18-29","0","0","Intervention","Pass","FL_88","Intervention"
"75","2022-09-23 17:48:00","2022-09-23 17:51:45","0","100","225","1","2022-09-23 17:51:46","anonymous","ES","1","1","36","1","1","1","10","9","4","4|3|2|1|5","10","30","30","10","20","4|3|2|1|5","3","4|3|2|1|5","20","30","30","10","10","4|3|2|1|5","3","18","82","2|1","3","62","38","2|1","3","6","2","5","8","1","mexicano/a","","México","mexicanos/as","225","Complete","30-39","0","1","Control","Pass","FL_64","Control"
"76","2022-09-23 17:47:31","2022-09-23 17:51:51","0","100","259","1","2022-09-23 17:51:51","anonymous","ES","1","1","49","1","1","1","0","10","2","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","2","1|2|3|4|5","0","100","0","0","0","1|2|3|4|5","7","100","0","1|2","4","0","100","1|2","4","7","2","5","5","2","mexicano/a","","México","mexicanos/as","259","Complete","40-49","1","0","Control","Pass","FL_76","Control"
"77","2022-09-23 17:47:01","2022-09-23 17:51:54","0","100","293","1","2022-09-23 17:51:55","anonymous","ES","1","1","28","0","1","1","10","9","2","1|2|3|4|5","90","10","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","21","79","1|2","4","11","89","1|2","4","7","2","4","8","1","mexicano/a","","México","mexicanos/as","293","Complete","18-29","1","1","Intervention","Pass","FL_63","Intervention"
"78","2022-09-23 17:46:05","2022-09-23 17:52:41","0","100","395","1","2022-09-23 17:52:41","anonymous","ES","1","1","20","0","1","1","10","10","2","1|2|3|4|5","60","5","9","1","25","1|2|3|4|5","1","1|2|3|4|5","36","3","13","22","26","1|2|3|4|5","7","35","65","1|2","4","16","84","1|2","4","7","2","5","5","1","mexicano/a","","México","mexicanos/as","395","Complete","18-29","0","1","Control","Pass","FL_64","Control"
"79","2022-09-23 17:43:14","2022-09-23 17:53:00","0","100","585","1","2022-09-23 17:53:00","anonymous","ES","1","1","36","0","1","1","10","10","1","1|2|3|4|5","5","12","16","34","33","1|2|3|4|5","1","1|2|3|4|5","11","9","12","4","64","1|2|3|4|5","7","78","22","1|2","4","83","17","1|2","4","7","2","5","5","1","mexicano/a","","México","mexicanos/as","585","Complete","30-39","1","0","Control","Pass","FL_76","Control"
"80","2022-09-23 17:39:11","2022-09-23 17:53:15","0","100","843","1","2022-09-23 17:53:15","anonymous","ES","1","1","36","1","1","1","10","10","1","1|2|3|4|5","60","40","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","20","80","1|2","4","15","85","1|2","3","6","2","5","4","1","mexicano/a","","México","mexicanos/as","843","Complete","30-39","1","0","Intervention","Pass","FL_76","Intervention"
"81","2022-09-23 17:39:24","2022-09-23 17:53:43","0","100","859","1","2022-09-23 17:53:44","anonymous","ES","1","1","33","0","1","1","10","10","2","1|2|3|4|5","31","33","7","0","29","1|2|3|4|5","2","1|2|3|4|5","0","56","0","0","44","1|2|3|4|5","7","50","50","1|2","3","50","50","1|2","3","7","2","4","5","1","mexicano/a","","México","mexicanos/as","859","Complete","30-39","1","0","Control","Pass","FL_76","Control"
"82","2022-09-23 17:46:10","2022-09-23 17:53:51","0","100","461","1","2022-09-23 17:53:52","anonymous","ES","1","1","26","0","1","1","10","10","2","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","45","0","55","0","0","1|2|3|4|5","4","100","0","1|2","4","47","53","1|2","4","4","2","4","5","1","mexicano/a","","México","mexicanos/as","461","Complete","18-29","1","0","Control","Pass","FL_76","Control"
"83","2022-09-23 17:47:01","2022-09-23 17:53:59","0","100","417","1","2022-09-23 17:54:00","anonymous","ES","0.8999999761581421","1","49","0","1","1","10","10","1","4|3|2|1|5","18","50","10","22","0","4|3|2|1|5","1","4|3|2|1|5","35","18","1","46","0","4|3|2|1|5","7","36","64","2|1","4","25","75","2|1","4","7","2","4","10","1","mexicano/a","","México","mexicanos/as","417","Complete","40-49","0","0","Intervention","Pass","FL_88","Intervention"
"84","2022-09-23 17:44:29","2022-09-23 17:54:02","0","100","572","1","2022-09-23 17:54:02","anonymous","ES","0.8999999761581421","1","26","1","1","1","10","10","1","4|3|2|1|5","63","37","0","0","0","4|3|2|1|5","1","4|3|2|1|5","45","24","31","0","0","4|3|2|1|5","7","64","36","2|1","4","72","28","2|1","4","7","2","5","5","1","mexicano/a","","México","mexicanos/as","572","Complete","18-29","1","0","Intervention","Pass","FL_76","Intervention"
"85","2022-09-23 17:44:18","2022-09-23 17:54:11","0","100","592","1","2022-09-23 17:54:11","anonymous","ES","1","1","32","0","1","1","10","10","1","1|2|3|4|5","70","10","5","10","5","1|2|3|4|5","1","1|2|3|4|5","45","25","20","5","5","1|2|3|4|5","7","30","70","1|2","4","40","60","1|2","3","7","2","5","0","1","mexicano/a","","México","mexicanos/as","592","Complete","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"86","2022-09-23 17:47:26","2022-09-23 17:54:25","0","100","419","1","2022-09-23 17:54:25","anonymous","ES","1","1","43","0","1","1","8","8","2","4|3|2|1|5","20","20","20","20","20","4|3|2|1|5","3","4|3|2|1|5","20","20","20","20","20","4|3|2|1|5","6","40","60","2|1","3","20","80","2|1","3","7","2","3","5","1","mexicano/a","","México","mexicanos/as","419","Complete","40-49","0","0","Intervention","Pass","FL_88","Intervention"
"87","2022-09-23 17:47:37","2022-09-23 17:54:35","0","100","418","1","2022-09-23 17:54:36","anonymous","ES","1","1","51","0","1","1","9","7","1","1|2|3|4|5","21","72","0","0","7","1|2|3|4|5","1","1|2|3|4|5","90","0","0","10","0","1|2|3|4|5","6","33","67","1|2","4","12","88","1|2","3","7","2","5","7","1","mexicano/a","","México","mexicanos/as","418","Complete","50-59","1","0","Intervention","Pass","FL_76","Intervention"
"88","2022-09-23 17:45:03","2022-09-23 17:55:23","0","100","620","1","2022-09-23 17:55:24","anonymous","ES","0.699999988079071","1","41","0","1","1","10","10","1","4|3|2|1|5","40","20","5","30","5","4|3|2|1|5","1","4|3|2|1|5","50","50","0","0","0","4|3|2|1|5","7","68","32","2|1","3","70","30","2|1","4","7","2","5","5","1","mexicano/a","","México","mexicanos/as","620","Complete","40-49","1","0","Intervention","Pass","FL_76","Intervention"
"89","2022-09-23 17:35:49","2022-09-23 17:55:30","0","100","1181","1","2022-09-23 17:55:34","anonymous","ES","1","1","49","1","1","1","10","10","2","1|2|3|4|5","0","100","0","0","0","1|2|3|4|5","2","1|2|3|4|5","61","39","0","0","0","1|2|3|4|5","7","60","40","1|2","4","20","80","1|2","4","6","2","5","3","1","mexicano/a","","México","mexicanos/as","1181","Complete","40-49","0","0","Control","Pass","FL_88","Control"
"90","2022-09-23 17:39:39","2022-09-23 17:56:05","0","100","985","1","2022-09-23 17:56:05","anonymous","ES","1","1","37","1","1","1","10","10","1","4|3|2|1|5","58","19","3","20","0","4|3|2|1|5","1","4|3|2|1|5","45","33","0","22","0","4|3|2|1|5","7","18","82","2|1","2","20","80","2|1","3","5","2","4","5","1","mexicano/a","","México","mexicanos/as","985","Complete","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"91","2022-09-23 17:38:50","2022-09-23 17:56:34","0","100","1064","1","2022-09-23 17:56:34","anonymous","ES","1","1","28","1","1","1","9","10","1","4|3|2|1|5","52","12","19","17","0","4|3|2|1|5","1","4|3|2|1|5","46","30","14","10","0","4|3|2|1|5","7","65","35","2|1","4","85","15","2|1","4","7","2","5","5","1","mexicano/a","","México","mexicanos/as","1064","Complete","18-29","0","0","Control","Pass","FL_88","Control"
"92","2022-09-23 17:40:25","2022-09-23 17:57:24","0","100","1019","1","2022-09-23 17:57:25","anonymous","ES","1","1","27","0","1","1","10","7","2","1|2|3|4|5","41","30","10","12","7","1|2|3|4|5","1","1|2|3|4|5","40","51","5","4","0","1|2|3|4|5","7","51","49","1|2","3","38","62","1|2","4","4","2","6","6","1","mexicano/a","","México","mexicanos/as","1019","Complete","18-29","0","0","Control","Pass","FL_88","Control"
"93","2022-09-23 17:44:37","2022-09-23 17:58:34","0","100","836","1","2022-09-23 17:58:34","anonymous","ES","1","1","64","0","1","1","10","0","2","1|2|3|4|5","30","40","10","15","5","1|2|3|4|5","1","1|2|3|4|5","20","50","20","5","5","1|2|3|4|5","2","80","20","1|2","3","70","30","1|2","2","3","2","5","5","1","mexicano/a","","México","mexicanos/as","836","Complete","60+","0","1","Control","Pass","FL_64","Control"
"94","2022-09-23 17:47:42","2022-09-23 17:58:39","0","100","656","1","2022-09-23 17:58:40","anonymous","ES","0.8999999761581421","1","30","0","1","1","8","8","2","1|2|3|4|5","32","22","12","13","21","1|2|3|4|5","2","1|2|3|4|5","17","26","22","17","18","1|2|3|4|5","6","53","47","1|2","3","50","50","1|2","3","7","2","5","8","1","mexicano/a","","México","mexicanos/as","656","Complete","30-39","1","0","Intervention","Pass","FL_76","Intervention"
"95","2022-09-23 17:47:46","2022-09-23 18:00:23","0","100","757","1","2022-09-23 18:00:23","anonymous","ES","0.8999999761581421","1","53","0","1","1","10","10","1","1|2|3|4|5","50","10","5","5","30","1|2|3|4|5","1","1|2|3|4|5","1","4","1","60","34","1|2|3|4|5","4","40","60","1|2","4","40","60","1|2","4","5","2","5","5","1","mexicano/a","","México","mexicanos/as","757","Complete","50-59","0","0","Intervention","Pass","FL_88","Intervention"
"96","2022-09-23 17:39:02","2022-09-23 18:00:24","0","100","1282","1","2022-09-23 18:00:24","anonymous","ES","1","1","40","0","1","1","10","10","2","4|3|2|1|5","6","21","16","57","0","4|3|2|1|5","1","4|3|2|1|5","5","4","13","35","43","4|3|2|1|5","6","55","45","2|1","3","44","56","2|1","3","6","2","5","4","1","mexicano/a","","México","mexicanos/as","1282","Complete","40-49","0","0","Intervention","Pass","FL_88","Intervention"
"97","2022-09-23 17:40:35","2022-09-23 18:00:43","0","100","1208","1","2022-09-23 18:00:43","anonymous","ES","0.8999999761581421","1","27","1","1","1","10","10","1","4|3|2|1|5","29","20","10","37","4","4|3|2|1|5","1","4|3|2|1|5","61","39","0","0","0","4|3|2|1|5","7","6","94","2|1","4","29","71","2|1","4","7","2","3","6","1","mexicano/a","","México","mexicanos/as","1208","Complete","18-29","1","0","Intervention","Pass","FL_76","Intervention"
"98","2022-09-23 17:44:41","2022-09-23 18:00:43","0","100","962","1","2022-09-23 18:00:44","anonymous","ES","1","1","64","1","1","1","10","10","2","1|2|3|4|5","10","20","10","0","60","1|2|3|4|5","2","1|2|3|4|5","20","10","10","0","60","1|2|3|4|5","7","47","53","1|2","4","30","70","1|2","4","7","2","6","5","1","mexicano/a","","México","mexicanos/as","962","Complete","60+","1","1","Control","Pass","FL_63","Control"
"99","2022-09-23 17:42:48","2022-09-23 18:02:52","0","100","1203","1","2022-09-23 18:02:52","anonymous","ES","1","1","40","0","1","1","5","5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","60","40","1|2","4","60","40","1|2","4","7","2","5","10","1","mexicano/a","","México","mexicanos/as","1203","Complete","40-49","0","0","Intervention","Pass","FL_88","Intervention"
"100","2022-09-23 17:38:37","2022-09-23 18:04:19","0","100","1541","1","2022-09-23 18:04:20","anonymous","ES","1","1","36","1","1","1","4","10","2","1|2|3|4|5","30","30","30","10","0","1|2|3|4|5","1","1|2|3|4|5","20","20","30","30","0","1|2|3|4|5","7","10","90","1|2","4","45","55","1|2","4","7","2","5","5","1","mexicano/a","","México","mexicanos/as","1541","Complete","30-39","0","1","Control","Pass","FL_64","Control"
"101","2022-09-23 17:45:53","2022-09-23 18:05:39","0","100","1185","1","2022-09-23 18:05:39","anonymous","ES","1","1","43","0","1","1","10","5","1","1|2|3|4|5","20","20","20","20","20","1|2|3|4|5","1","1|2|3|4|5","20","20","20","20","20","1|2|3|4|5","4","50","50","1|2","3","50","50","1|2","2","5","2","4","3","3","mexicano/a","","México","mexicanos/as","1185","Complete","40-49","1","1","Intervention","Pass","FL_63","Intervention"
"102","2022-09-23 17:40:48","2022-09-23 18:10:32","0","100","1783","1","2022-09-23 18:10:32","anonymous","ES","1","1","34","0","1","1","10","5","2","1|2|3|4|5","76","10","10","4","0","1|2|3|4|5","2","1|2|3|4|5","41","58","1","0","0","1|2|3|4|5","3","77","23","1|2","3","59","41","1|2","3","5","2","5","3","1","mexicano/a","","México","mexicanos/as","1783","Complete","30-39","0","0","Intervention","Pass","FL_88","Intervention"
"103","2022-09-23 17:39:59","2022-09-23 18:12:00","0","100","1920","1","2022-09-23 18:12:00","anonymous","ES","1","1","23","1","1","1","10","10","1","4|3|2|1|5","15","10","50","15","10","4|3|2|1|5","2","4|3|2|1|5","10","20","10","30","30","4|3|2|1|5","7","53","47","2|1","4","74","26","2|1","3","4","2","5","10","1","mexicano/a","","México","mexicanos/as","1920","Complete","18-29","1","1","Control","Pass","FL_63","Control"
"104","2022-09-23 17:40:14","2022-09-23 18:16:50","0","100","2195","1","2022-09-23 18:16:50","anonymous","ES","1","1","25","1","1","1","10","10","2","1|2|3|4|5","52","14","20","14","0","1|2|3|4|5","2","1|2|3|4|5","48","14","10","6","22","1|2|3|4|5","7","60","40","1|2","3","36","64","1|2","3","7","2","4","5","1","mexicano/a","","México","mexicanos/as","2195","Complete","18-29","0","1","Control","Pass","FL_64","Control"
