"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Country","Nationality_plural","Q_TotalDuration","Country_n1","Country_n2","Nationality_singular_n1","Nationality_plural_n1","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO"
"53","2022-09-29 11:25:36","2022-09-29 11:28:34","0","100","177","1","2022-09-29 11:28:34","anonymous","PL","1","1","67","1","1","1","10","5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","17","83","1|2","3","46","54","1|2","3","7","2","6","0","1","Polak/Polka","Polska","Polacy","177","Polski","Polsce","Polakiem/Polką","Polaków","Speeder","60+","0","0","Control","Pass","FL_88","Control"
"54","2022-09-29 11:24:04","2022-09-29 11:31:43","0","100","459","1","2022-09-29 11:31:43","anonymous","PL","1","1","50","1","1","1","10","10","2","1|2|3|4|5","28","39","0","0","33","1|2|3|4|5","2","1|2|3|4|5","0","100","0","0","0","1|2|3|4|5","7","15","85","1|2","4","40","60","1|2","4","7","2","6","8","1","Polak/Polka","Polska","Polacy","459","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","1","0","Intervention","Pass","FL_76","Intervention"
"55","2022-09-29 11:23:06","2022-09-29 11:34:03","0","100","656","1","2022-09-29 11:34:03","anonymous","PL","1","1","60","1","1","1","10","10","2","4|3|2|1|5","37","53","0","4","6","4|3|2|1|5","2","4|3|2|1|5","80","8","2","8","2","4|3|2|1|5","7","24","76","2|1","4","18","82","2|1","3","7","2","4","10","1","Polak/Polka","Polska","Polacy","656","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","0","Control","Pass","FL_88","Control"
"56","2022-09-29 11:29:03","2022-09-29 11:34:36","0","100","332","1","2022-09-29 11:34:36","anonymous","PL","1","1","56","1","1","1","10","10","2","1|2|3|4|5","10","80","0","0","10","1|2|3|4|5","2","1|2|3|4|5","10","90","0","0","0","1|2|3|4|5","7","60","40","1|2","4","20","80","1|2","3","7","2","4","9","2","Polak/Polka","Polska","Polacy","332","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","0","1","Intervention","Pass","FL_64","Intervention"
"57","2022-09-29 11:31:39","2022-09-29 11:37:21","0","100","342","1","2022-09-29 11:37:21","anonymous","PL","0.8999999761581421","1","66","1","1","1","10","10","2","4|3|2|1|5","30","25","25","10","10","4|3|2|1|5","1","4|3|2|1|5","40","30","20","5","5","4|3|2|1|5","7","50","50","2|1","3","50","50","2|1","2","2","2","5","10","1","Polak/Polka","Polska","Polacy","342","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","0","Intervention","Pass","FL_76","Intervention"
"58","2022-09-29 11:36:42","2022-09-29 11:40:23","0","100","221","1","2022-09-29 11:40:23","anonymous","PL","1","1","55","1","1","1","8","8","1","1|2|3|4|5","22","21","3","24","30","1|2|3|4|5","2","1|2|3|4|5","9","30","31","30","0","1|2|3|4|5","5","26","74","1|2","3","27","73","1|2","3","4","2","5","3","1","Polak/Polka","Polska","Polacy","221","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","1","1","Control","Pass","FL_63","Control"
"59","2022-09-29 11:34:17","2022-09-29 11:42:28","0","100","491","1","2022-09-29 11:42:29","anonymous","PL","1","1","53","1","1","1","10","10","2","1|2|3|4|5","10","30","50","10","0","1|2|3|4|5","1","1|2|3|4|5","80","20","0","0","0","1|2|3|4|5","1","30","70","1|2","3","60","40","1|2","1","1","2","4","8","2","Polak/Polka","Polska","Polacy","491","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","1","0","Intervention","Pass","FL_76","Intervention"
"60","2022-09-29 11:31:51","2022-09-29 11:46:28","0","100","877","1","2022-09-29 11:46:28","anonymous","PL","1","1","67","1","1","1","10","10","1","1|2|3|4|5","70","10","10","10","0","1|2|3|4|5","2","1|2|3|4|5","50","50","0","0","0","1|2|3|4|5","7","20","80","1|2","4","20","80","1|2","4","6","2","4","6","1","Polak/Polka","Polska","Polacy","877","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","1","Control","Pass","FL_63","Control"
"61","2022-09-29 11:39:40","2022-09-29 11:48:20","0","100","519","1","2022-09-29 11:48:20","anonymous","PL","0.8999999761581421","1","50","1","1","1","10","10","2","1|2|3|4|5","30","30","20","15","5","1|2|3|4|5","2","1|2|3|4|5","16","24","40","15","5","1|2|3|4|5","7","20","80","1|2","4","35","65","1|2","3","5","2","4","6","1","Polak/Polka","Polska","Polacy","519","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","0","1","Intervention","Pass","FL_64","Intervention"
"62","2022-09-29 11:38:51","2022-09-29 11:48:32","0","100","580","1","2022-09-29 11:48:32","anonymous","PL","1","1","62","1","1","1","10","10","2","1|2|3|4|5","87","13","0","0","0","1|2|3|4|5","2","1|2|3|4|5","9","91","0","0","0","1|2|3|4|5","2","14","86","1|2","2","4","96","1|2","3","7","2","4","10","1","Polak/Polka","Polska","Polacy","580","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","0","Control","Pass","FL_88","Control"
"63","2022-09-29 11:41:07","2022-09-29 11:48:33","0","100","445","1","2022-09-29 11:48:33","anonymous","PL","1","1","57","1","1","1","10","10","3","4|3|2|1|5","0","10","0","90","0","4|3|2|1|5","3","4|3|2|1|5","0","10","0","90","0","4|3|2|1|5","7","100","0","2|1","3","100","0","2|1","2","1","2","3","7","1","Polak/Polka","Polska","Polacy","445","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","1","0","Intervention","Pass","FL_76","Intervention"
"64","2022-09-29 11:47:11","2022-09-29 11:51:20","0","100","249","1","2022-09-29 11:51:21","anonymous","PL","0.800000011920929","1","53","1","1","1","10","7","1","1|2|3|4|5","15","10","10","5","60","1|2|3|4|5","1","1|2|3|4|5","10","15","20","30","25","1|2|3|4|5","4","90","10","1|2","2","95","5","1|2","3","5","2","3","5","1","Polak/Polka","Polska","Polacy","249","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","0","0","Control","Pass","FL_88","Control"
"65","2022-09-29 11:46:32","2022-09-29 11:52:51","0","100","378","1","2022-09-29 11:52:51","anonymous","PL","1","1","53","1","1","1","10","9","2","4|3|2|1|5","40","30","20","5","5","4|3|2|1|5","1","4|3|2|1|5","63","21","6","1","9","4|3|2|1|5","3","29","71","2|1","3","39","61","2|1","3","4","2","5","9","1","Polak/Polka","Polska","Polacy","378","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","1","1","Intervention","Pass","FL_63","Intervention"
"66","2022-09-29 12:01:47","2022-09-29 12:06:38","0","100","291","1","2022-09-29 12:06:40","anonymous","PL","0.8999999761581421","1","60","1","1","1","10","10","2","1|2|3|4|5","39","50","4","3","4","1|2|3|4|5","2","1|2|3|4|5","40","50","2","2","6","1|2|3|4|5","6","40","60","1|2","3","60","40","1|2","2","5","2","4","8","1","Polak/Polka","Polska","Polacy","291","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"67","2022-09-29 12:02:03","2022-09-29 12:07:30","0","100","327","1","2022-09-29 12:07:31","anonymous","PL","0.8999999761581421","1","72","1","1","1","10","10","1","4|3|2|1|5","60","10","0","20","10","4|3|2|1|5","1","4|3|2|1|5","50","20","0","0","30","4|3|2|1|5","5","30","70","2|1","4","50","50","2|1","4","6","2","7","5","2","Polak/Polka","Polska","Polacy","327","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","0","Control","Pass","FL_88","Control"
"68","2022-09-29 12:00:49","2022-09-29 12:07:55","0","100","425","1","2022-09-29 12:07:55","anonymous","PL","1","1","69","1","1","1","10","10","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","4","4|3|2|1|5","39","17","17","3","24","4|3|2|1|5","7","0","100","2|1","4","4","96","2|1","4","7","2","4","0","1","Polak/Polka","Polska","Polacy","425","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","1","Control","Pass","FL_64","Control"
"69","2022-09-29 12:05:13","2022-09-29 12:10:26","0","100","312","1","2022-09-29 12:10:26","anonymous","PL","1","1","56","1","1","1","10","10","1","4|3|2|1|5","5","13","22","10","50","4|3|2|1|5","2","4|3|2|1|5","15","25","19","31","10","4|3|2|1|5","7","56","44","2|1","4","43","57","2|1","3","5","2","6","1","1","Polak/Polka","Polska","Polacy","312","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","1","0","Control","Pass","FL_76","Control"
"70","2022-09-29 12:05:41","2022-09-29 12:11:35","0","100","353","1","2022-09-29 12:11:35","anonymous","PL","1","1","69","1","1","1","10","10","4","1|2|3|4|5","49","51","0","0","0","1|2|3|4|5","5","1|2|3|4|5","51","49","0","0","0","1|2|3|4|5","4","51","49","1|2","3","49","51","1|2","2","5","2","6","5","2","Polak/Polka","Polska","Polacy","353","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","1","Intervention","Pass","FL_64","Intervention"
"71","2022-09-29 12:11:46","2022-09-29 12:12:35","0","100","48","1","2022-09-29 12:12:35","anonymous","PL","1","1","54","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","48","Polski","Polsce","Polakiem/Polką","Polaków","Screenout","50-59","","","","","",""
"72","2022-09-29 12:10:02","2022-09-29 12:13:09","0","100","187","1","2022-09-29 12:13:09","anonymous","PL","1","1","63","1","1","1","10","10","4","4|3|2|1|5","0","0","19","81","0","4|3|2|1|5","5","4|3|2|1|5","0","0","0","100","0","4|3|2|1|5","5","50","50","2|1","2","50","50","2|1","2","99","2","4","10","1","Polak/Polka","Polska","Polacy","187","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"73","2022-09-29 12:07:54","2022-09-29 12:19:55","0","100","721","1","2022-09-29 12:19:55","anonymous","PL","0.8999999761581421","1","77","1","1","1","5","5","1","4|3|2|1|5","35","30","5","20","10","4|3|2|1|5","1","4|3|2|1|5","38","10","10","30","12","4|3|2|1|5","7","30","70","2|1","4","20","80","2|1","4","7","2","6","3","1","Polak/Polka","Polska","Polacy","721","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","1","Control","Pass","FL_64","Control"
"74","2022-09-29 12:13:50","2022-09-29 12:20:15","0","100","385","1","2022-09-29 12:20:15","anonymous","PL","0.8999999761581421","1","65","1","1","1","0","5","1","1|2|3|4|5","80","20","0","0","0","1|2|3|4|5","1","1|2|3|4|5","85","15","0","0","0","1|2|3|4|5","7","30","70","1|2","4","15","85","1|2","4","7","2","6","7","1","Polak/Polka","Polska","Polacy","385","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","0","Control","Pass","FL_76","Control"
"75","2022-09-29 12:09:10","2022-09-29 12:22:04","0","100","774","1","2022-09-29 12:22:04","anonymous","PL","1","1","21","1","1","1","10","10","2","4|3|2|1|5","50","30","8","3","9","4|3|2|1|5","2","4|3|2|1|5","38","5","5","2","50","4|3|2|1|5","6","58","42","2|1","3","51","49","2|1","2","7","2","3","5","2","Polak/Polka","Polska","Polacy","774","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","0","0","Intervention","Pass","FL_88","Intervention"
"76","2022-09-29 12:13:50","2022-09-29 12:22:33","0","100","522","1","2022-09-29 12:22:34","anonymous","PL","0.8999999761581421","1","55","1","1","1","10","10","1","4|3|2|1|5","40","40","10","10","0","4|3|2|1|5","1","4|3|2|1|5","10","20","5","60","5","4|3|2|1|5","7","39","61","2|1","4","17","83","2|1","4","7","2","4","3","1","Polak/Polka","Polska","Polacy","522","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","1","1","Intervention","Pass","FL_63","Intervention"
"77","2022-09-29 12:22:46","2022-09-29 12:27:12","0","100","266","1","2022-09-29 12:27:12","anonymous","PL","0.8999999761581421","1","61","1","1","1","9","9","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","1","4|3|2|1|5","40","30","10","10","10","4|3|2|1|5","5","50","50","2|1","4","35","65","2|1","3","6","2","4","9","2","Polak/Polka","Polska","Polacy","266","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","1","Control","Pass","FL_64","Control"
"78","2022-09-29 12:29:10","2022-09-29 12:33:54","0","100","284","1","2022-09-29 12:33:55","anonymous","PL","1","1","50","1","1","1","10","10","3","1|2|3|4|5","50","30","15","5","0","1|2|3|4|5","1","1|2|3|4|5","60","20","15","5","0","1|2|3|4|5","3","60","40","1|2","3","80","20","1|2","3","999","2","3","10","1","Polak/Polka","Polska","Polacy","284","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","1","0","Control","Pass","FL_76","Control"
"79","2022-09-29 12:27:14","2022-09-29 12:34:09","0","100","415","1","2022-09-29 12:34:09","anonymous","PL","1","1","66","1","1","1","10","10","5","1|2|3|4|5","10","10","10","10","60","1|2|3|4|5","5","1|2|3|4|5","20","20","20","20","20","1|2|3|4|5","4","70","30","1|2","3","70","30","1|2","3","99","2","6","5","1","Polak/Polka","Polska","Polacy","415","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","0","Intervention","Pass","FL_88","Intervention"
"80","2022-09-29 12:30:59","2022-09-29 12:35:20","0","100","261","1","2022-09-29 12:35:20","anonymous","PL","1","1","50","1","1","1","10","10","2","1|2|3|4|5","74","6","20","0","0","1|2|3|4|5","2","1|2|3|4|5","67","33","0","0","0","1|2|3|4|5","4","74","26","1|2","2","50","50","1|2","2","2","2","6","10","1","Polak/Polka","Polska","Polacy","261","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","0","1","Intervention","Pass","FL_64","Intervention"
"81","2022-09-29 12:29:29","2022-09-29 12:37:26","0","100","476","1","2022-09-29 12:37:27","anonymous","PL","0.8999999761581421","1","65","1","1","1","10","10","2","1|2|3|4|5","50","10","0","20","20","1|2|3|4|5","2","1|2|3|4|5","40","20","20","10","10","1|2|3|4|5","6","30","70","1|2","4","82","18","1|2","4","7","2","4","9","1","Polak/Polka","Polska","Polacy","476","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","0","Control","Pass","FL_76","Control"
"82","2022-09-29 12:35:52","2022-09-29 12:39:33","0","100","221","1","2022-09-29 12:39:33","anonymous","PL","0.8999999761581421","1","50","1","1","1","10","10","2","1|2|3|4|5","38","29","29","4","0","1|2|3|4|5","5","1|2|3|4|5","35","30","35","0","0","1|2|3|4|5","5","74","26","1|2","2","57","43","1|2","3","6","2","4","9","1","Polak/Polka","Polska","Polacy","221","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","1","1","Intervention","Pass","FL_63","Intervention"
"83","2022-09-29 12:41:18","2022-09-29 12:47:17","0","100","359","1","2022-09-29 12:47:18","anonymous","PL","0.8999999761581421","1","59","1","1","1","7","8","3","1|2|3|4|5","23","46","31","0","0","1|2|3|4|5","2","1|2|3|4|5","52","15","33","0","0","1|2|3|4|5","4","26","74","1|2","3","32","68","1|2","3","4","2","3","4","1","Polak/Polka","Polska","Polacy","359","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","0","0","Control","Pass","FL_88","Control"
"84","2022-09-29 12:44:45","2022-09-29 12:52:01","0","100","435","1","2022-09-29 12:52:01","anonymous","PL","1","1","69","1","1","1","10","8","2","4|3|2|1|5","20","11","24","30","15","4|3|2|1|5","5","4|3|2|1|5","13","24","20","25","18","4|3|2|1|5","4","62","38","2|1","2","48","52","2|1","2","3","2","4","8","1","Polak/Polka","Polska","Polacy","435","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","0","Control","Pass","FL_76","Control"
"85","2022-09-29 12:48:46","2022-09-29 12:52:35","0","100","229","1","2022-09-29 12:52:37","anonymous","PL","1","1","56","1","1","1","6","6","2","4|3|2|1|5","41","0","40","19","0","4|3|2|1|5","3","4|3|2|1|5","0","0","30","70","0","4|3|2|1|5","5","60","40","2|1","3","30","70","2|1","3","7","2","4","5","1","Polak/Polka","Polska","Polacy","229","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","0","0","Control","Pass","FL_88","Control"
"86","2022-09-29 12:50:12","2022-09-29 12:55:48","0","100","336","1","2022-09-29 12:55:48","anonymous","PL","0.8999999761581421","1","55","1","1","1","10","10","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","1","4|3|2|1|5","0","100","0","0","0","4|3|2|1|5","7","100","0","2|1","4","100","0","2|1","4","99","2","2","10","2","Polak/Polka","Polska","Polacy","336","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","0","1","Intervention","Pass","FL_64","Intervention"
"87","2022-09-29 12:42:06","2022-09-29 12:56:25","0","100","858","1","2022-09-29 12:56:25","anonymous","PL","1","1","67","1","1","1","10","10","1","4|3|2|1|5","45","10","10","15","20","4|3|2|1|5","1","4|3|2|1|5","0","15","0","15","70","4|3|2|1|5","6","30","70","2|1","4","40","60","2|1","4","5","2","6","1","2","Polak/Polka","Polska","Polacy","858","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"88","2022-09-29 12:58:21","2022-09-29 13:00:47","0","100","145","1","2022-09-29 13:00:47","anonymous","PL","1","1","58","1","1","1","5","5","1","4|3|2|1|5","1","30","21","47","1","4|3|2|1|5","3","4|3|2|1|5","1","23","38","37","1","4|3|2|1|5","4","40","60","2|1","3","50","50","2|1","3","6","2","6","8","1","Polak/Polka","Polska","Polacy","145","Polski","Polsce","Polakiem/Polką","Polaków","Speeder","50-59","0","1","Control","Pass","FL_64","Control"
"89","2022-09-29 12:50:23","2022-09-29 13:01:14","0","100","651","1","2022-09-29 13:01:15","anonymous","PL","0.8999999761581421","1","69","1","1","1","10","10","4","1|2|3|4|5","0","0","78","22","0","1|2|3|4|5","5","1|2|3|4|5","0","0","76","0","24","1|2|3|4|5","7","49","51","1|2","4","51","49","1|2","3","99","2","4","7","1","Polak/Polka","Polska","Polacy","651","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"90","2022-09-29 13:02:02","2022-09-29 13:05:56","0","100","234","1","2022-09-29 13:05:56","anonymous","PL","1","1","62","1","1","1","10","10","2","4|3|2|1|5","12","15","20","40","13","4|3|2|1|5","2","4|3|2|1|5","35","12","4","18","31","4|3|2|1|5","5","12","88","2|1","4","29","71","2|1","3","7","2","4","9","1","Polak/Polka","Polska","Polacy","234","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","0","Control","Pass","FL_76","Control"
"91","2022-09-29 13:02:40","2022-09-29 13:07:33","0","100","292","1","2022-09-29 13:07:33","anonymous","PL","1","1","63","1","1","1","9","5","2","4|3|2|1|5","39","61","0","0","0","4|3|2|1|5","1","4|3|2|1|5","70","13","0","17","0","4|3|2|1|5","5","60","40","2|1","4","30","70","2|1","3","7","2","4","8","1","Polak/Polka","Polska","Polacy","292","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","0","Intervention","Pass","FL_88","Intervention"
"92","2022-09-29 13:10:56","2022-09-29 13:13:17","0","100","140","1","2022-09-29 13:13:17","anonymous","PL","1","1","26","1","1","1","7","7","2","4|3|2|1|5","23","19","26","28","4","4|3|2|1|5","2","4|3|2|1|5","39","47","4","9","1","4|3|2|1|5","5","48","52","2|1","2","66","34","2|1","2","5","2","4","5","1","Polak/Polka","Polska","Polacy","140","Polski","Polsce","Polakiem/Polką","Polaków","Speeder","18-29","0","0","Control","Pass","FL_88","Control"
"93","2022-09-29 13:10:51","2022-09-29 13:16:57","0","100","366","1","2022-09-29 13:16:57","anonymous","PL","1","1","56","1","1","1","10","10","2","4|3|2|1|5","6","5","21","50","18","4|3|2|1|5","2","4|3|2|1|5","11","10","22","26","31","4|3|2|1|5","6","49","51","2|1","4","40","60","2|1","2","4","2","6","6","1","Polak/Polka","Polska","Polacy","366","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","1","0","Intervention","Pass","FL_76","Intervention"
"94","2022-09-29 13:07:40","2022-09-29 13:19:21","0","100","700","1","2022-09-29 13:19:21","anonymous","PL","1","1","77","1","1","1","10","10","1","4|3|2|1|5","57","32","7","0","4","4|3|2|1|5","1","4|3|2|1|5","56","34","3","5","2","4|3|2|1|5","7","32","68","2|1","4","35","65","2|1","3","7","2","5","7","1","Polak/Polka","Polska","Polacy","700","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"95","2022-09-29 13:10:59","2022-09-29 13:20:00","0","100","541","1","2022-09-29 13:20:01","anonymous","PL","1","1","73","1","1","1","10","8","1","4|3|2|1|5","25","15","10","25","25","4|3|2|1|5","2","4|3|2|1|5","10","30","20","20","20","4|3|2|1|5","5","67","33","2|1","4","75","25","2|1","3","7","2","6","2","1","Polak/Polka","Polska","Polacy","541","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","0","Control","Pass","FL_76","Control"
